"","Kingdom","Phylum","Class","Order","Family","Genus","Species","Silva.ref"
"Zotu.1954","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Micrococcaceae_unclass","Citricoccus_zhacaiensis","HG795771.Unc43693_99.53_Citricoccus_zhacaiensis_1450_97.31"
"Zotu.1955","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_unclass","Lachnospiraceae_unclass","HQ817634.UncO8797_91.24_[Clostridium]_propionicum_1459_91.775"
"Zotu.1956","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-010","Ruminococcaceae_UCG-010_unclass","EU381809.UncR4850_85.78_Papillibacter_cinnamivorans_1436_87.535"
"Zotu.1957","Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces_drozdowiczii","DQ231567.GQTSp207_98.14_Streptomyces_drozdowiczii_1449_98.482"
"Zotu.1958","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium","Sphingobium_japonicum","AB681403.HKYJapo6_99.86_Sphingobium_japonicum_1408_99.716"
"Zotu.1959","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas_wittichii","AB196253.I81Sp108_99.1_Sphingomonas_wittichii_1408_99.148"
"Zotu.1960","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Rothia","Rothia_dentocariosa","AJ131122.Rt0Spec2_100_Rothia_dentocariosa_1449_97.93"
"Zotu.1961","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus","Paracoccus_lutimaris","AM990798.IHKSpe91_97.5_Paracoccus_lutimaris_1384_99.133"
"Zotu.1962","Bacteria","Tenericutes","Mollicutes","Mollicutes_Incertae_Sedis","Unknown_Family","Candidatus_Phytoplasma","Candidatus_Phytoplasma_unclass","AY072722.A6BPh113_100_Acholeplasma_palmae_1394_87.661"
"Zotu.1963","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides","Nocardioides_unclass","KC554529.Unc18259_96.61_Nocardioides_lianchengensis_1448_96.547"
"Zotu.1964","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Agromyces","Agromyces_atrinae","FJ607310.H5CAtrin_96.95_Agromyces_atrinae_1443_100"
"Zotu.1965","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_fa","Rhizobiales_ge","Rhizobiales_ge_unclass","KM250927.Unc04qek_93.69_Bauldia_litoralis_1428_93.838"
"Zotu.1966","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus_iners","ACLN01000018.LcbIner4_95.23_Lactobacillus_iners_1492_99.933"
"Zotu.1967","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_7","Prevotella_7_unclass","DQ904655.Unc64413_89.74_Prevotella_denticola_1458_90.398"
"Zotu.1968","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Mesorhizobium","Mesorhizobium_chacoense","AJ278249.MizChaco_98.29_Mesorhizobium_chacoense_1406_100"
"Zotu.1969","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Chryseobacterium","Chryseobacterium_balustinum","AB680758.HZ9Balu2_99.65_Chryseobacterium_balustinum_1438_100"
"Zotu.1970","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Azospirillum","Azospirillum_lipoferum","AB508846.IGISpe27_95.48_Azospirillum_lipoferum_1414_97.666"
"Zotu.1971","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Lautropia","Lautropia_unclass","HQ183868.UncuB490_98.19_Lautropia_mirabilis_1457_93.48"
"Zotu.1972","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria_ge","Mitochondria_ge_unclass","KR028421.BniAtro6_74.39_Orientia_chuto_739_74.019"
"Zotu.1973","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Lysinimonas","Herbiconiux_solani","KM031090.Hx3Spec2_96.4_Herbiconiux_solani_1443_96.743"
"Zotu.1974","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","Campylobacter_concisus","AENQ01000044.F8IConc2_96.65_Campylobacter_concisus_1433_99.442"
"Zotu.1975","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio","Bdellovibrio_exovorus","CP003537.I6JExovo_92.84_Bdellovibrio_exovorus_1435_100"
"Zotu.1976","Bacteria","Chlamydiae","Chlamydiae","Chlamydiales","Simkaniaceae","Candidatus_Rhabdochlamydia","Candidatus_Rhabdochlamydia_unclass","GBJM01109468.LodGeome_87.9_Simkania_negevensis_1488_88.844"
"Zotu.1977","Bacteria","Firmicutes","Clostridia","Clostridiales","Defluviitaleaceae","Defluviitaleaceae_UCG-011","Defluviitaleaceae_UCG-011_unclass","LC028584.Unc05v2d_88.46_Vallitalea_pronyensis_1379_89.703"
"Zotu.1978","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Megasphaera","Megasphaera_massiliensis","FJ982976.Unc17679_98.41_Megasphaera_massiliensis_1483_99.056"
"Zotu.1979","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Lysinibacillus","Lysinibacillus_halotolerans","KF054977.GOWSpe30_97.44_Lysinibacillus_halotolerans_1430_99.65"
"Zotu.1980","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","Roseiflexus","Roseiflexus_unclass","JF776882.UncCh809_86.52_Roseiflexus_castenholzii_1414_85.078"
"Zotu.1981","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Taibaiella","Taibaiella_unclass","KF911175.Unc95681_91.74_Taibaiella_chishuiensis_1444_93.975"
"Zotu.1982","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Patulibacteraceae","Patulibacter","Patulibacter_minatonensis","AB193261.GWWMinat_89.82_Patulibacter_minatonensis_1454_100"
"Zotu.1983","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Arenimonas","Arenimonas_unclass","KM462023.XhmBact3_92.82_Chiayiivirga_flava_1464_94.877"
"Zotu.1984","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus_mutans","AF139600.S53Muta3_100_Streptococcus_mutans_1479_99.73"
"Zotu.1985","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Wolinella","Wolinella_succinogenes","AF273252.WoiSucc5_100_Wolinella_succinogenes_1417_99.788"
"Zotu.1986","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Fulvimonas","Dyella_jiangningensis","JQ798480.Unc17805_97.28_Dyella_jiangningensis_1466_96.93"
"Zotu.1987","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Nakamurellaceae","Nakamurella","Nakamurella_unclass","JN188954.HQPAcYIM_93.19_Geodermatophilus_brasiliensis_1443_93.763"
"Zotu.1988","Bacteria","Firmicutes","Bacilli","Bacillales","Thermoactinomycetaceae","Shimazuella","Shimazuella_kribbensis","AB454380.IYYSpeci_97.92_Shimazuella_kribbensis_1426_98.387"
"Zotu.1989","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","Sphingobacterium_composti","EF122436.HJSCompo_93.24_Sphingobacterium_composti_1449_100"
"Zotu.1990","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium","Microbacterium_saccharophilum","AB736273.GXHSacch_98.79_Microbacterium_saccharophilum_1443_100"
"Zotu.1991","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_unclass","Lachnospiraceae_unclass","AF499906.Unc24833_100_[Clostridium]_indolis_1459_94.517"
"Zotu.1992","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_unclass","Ruminococcaceae_unclass","EF402779.Unc52502_89.81_Anaeromassilibacillus_senegalensis_1445_90.865"
"Zotu.1993","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","Massilia_albidiflava","JF417750.Unc38085_96.78_Massilia_albidiflava_1443_99.099"
"Zotu.1994","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Asanoa","Asanoa_iriomotensis","AB112081.I5NIriom_98.5_Asanoa_iriomotensis_1437_100"
"Zotu.1995","Bacteria","Chloroflexi","Thermomicrobia","JG30-KF-CM45","JG30-KF-CM45_fa","JG30-KF-CM45_ge","JG30-KF-CM45_ge_unclass","JN178116.Unc59546_83.21_Sphaerobacter_thermophilus_1445_85.19"
"Zotu.1996","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Rhodopseudomonas","Rhodopseudomonas_pseudopalustris","AB275664.Rd9Pseu4_99.79_Rhodopseudomonas_pseudopalustris_1410_99.787"
"Zotu.1997","Bacteria","Tenericutes","Mollicutes","Haloplasmatales","Haloplasmataceae","Haloplasma","Haloplasma_unclass","HQ218481.Unc04jp7_87.49_Haloplasma_contractile_1355_90.701"
"Zotu.1998","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidales_S24-7_group","Bacteroidales_S24-7_group_ge","Bacteroidales_S24-7_group_ge_unclass","EF603145.Unc39305_88.99_Muribaculum_intestinale_1398_88.984"
"Zotu.1999","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides","Nocardioides_solisilvae","KC554750.Unc63623_97.21_Nocardioides_solisilvae_1422_98.101"
"Zotu.2000","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenellaceae_RC9_gut_group","Rikenellaceae_RC9_gut_group_unclass","HQ616108.UncR3701_88.43_Alistipes_shahii_1452_83.333"
"Zotu.2001","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Aneurinibacillus","Aneurinibacillus_danicus","KM250975.Unc04qga_96.85_Aneurinibacillus_danicus_1417_99.718"
"Zotu.2002","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Moraxellaceae_unclass","Moraxellaceae_unclass","JN038769.UncG1404_91.81_Pseudomonas_vancouverensis_1463_90.567"
"Zotu.2003","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidales_S24-7_group","Bacteroidales_S24-7_group_ge","Bacteroidales_S24-7_group_ge_unclass","EF406536.Unc04iq2_88.7_Muribaculum_intestinale_1401_89.008"
"Zotu.2004","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Devosia","Devosia_unclass","KC331235.Unc87958_96.33_Devosia_submarina_1404_96.866"
"Zotu.2005","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Aeromicrobium","Aeromicrobium_ginsengisoli","ACLF03000003.I2TMarin_96.06_Aeromicrobium_ginsengisoli_1440_99.375"
"Zotu.2006","Bacteria","Firmicutes","Bacilli","Bacillales","Thermoactinomycetaceae","Thermoactinomycetaceae_unclass","Thermoactinomycetaceae_unclass","JN038218.Unc11610_90.01_Thermoactinomyces_vulgaris_1475_90.576"
"Zotu.2007","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Holdemanella","[Eubacterium]_biforme","CDZV01016811.Gt8Me152_93.62_[Eubacterium]_biforme_1460_98.219"
"Zotu.2008","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces","Actinomyces_massiliensis","AKIO01000026.GFKMassi_94.21_Actinomyces_massiliensis_1480_99.932"
"Zotu.2009","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_NK4A136_group","Lachnospiraceae_NK4A136_group_unclass","GQ159254.Unc57495_96.28_Eubacterium_oxidoreducens_1463_92.276"
"Zotu.2010","Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XIII","Family_XIII_UCG-001","Family_XIII_UCG-001_unclass","EF399641.Unc57731_92.42_Emergencia_timonensis_1440_92.153"
"Zotu.2011","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Capnocytophaga","Capnocytophaga_granulosa","ADDA01000024.H9LGranu_96.98_Capnocytophaga_granulosa_1428_99.86"
"Zotu.2012","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Bogoriellaceae","Georgenia","Georgenia_muralis","JX221853.Unc47852_94.95_Georgenia_muralis_1446_96.957"
"Zotu.2013","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Allobaculum","Allobaculum_unclass","EF603858.Unc54069_84.19_Allobaculum_stercoricanis_1458_88.752"
"Zotu.2014","Bacteria","Acidobacteria","Holophagae","Subgroup_7","Subgroup_7_fa","Subgroup_7_ge","Subgroup_7_ge_unclass","HQ450138.UncB1919_97.57_Thermoanaerobaculum_aquaticum_1489_83.815"
"Zotu.2015","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadales_Incertae_Sedis","Steroidobacter","Steroidobacter_agariperforans","FJ654261.FNWBaD29_95.21_Steroidobacter_agariperforans_1459_98.492"
"Zotu.2016","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonadaceae_unclass","Gemmatimonadaceae_unclass","KM456111.Unc72693_89.53_Gemmatimonas_aurantiaca_1465_88.805"
"Zotu.2017","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Thermasporomyces","Thermasporomyces_composti","AB535715.J3XCompo_92.32_Thermasporomyces_composti_1446_100"
"Zotu.2018","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas","Stenotrophomonas_rhizophila","AB770014.GFUSpe73_99.93_Stenotrophomonas_rhizophila_1468_99.659"
"Zotu.2019","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","Roseiflexus","Roseiflexus_unclass","JF776882.UncCh809_86.52_Roseiflexus_castenholzii_1414_85.078"
"Zotu.2020","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Chromatiaceae","Rheinheimera","Rheinheimera_aquimaris","AM117934.GX3Pro41_95.49_Rheinheimera_aquimaris_1459_97.738"
"Zotu.2021","Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","Oligoflexaceae","Oligoflexaceae_ge","Oligoflexaceae_ge_unclass","FJ542822.UncPr206_83.57_Oligoflexus_tunisiensis_1462_89.74"
"Zotu.2022","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Dietziaceae","Dietzia","Dietzia_timorensis","FM873065.Unc67237_96.59_Dietzia_timorensis_1433_99.721"
"Zotu.2023","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Candidatus_Symbiobacter","Candidatus_Symbiobacter_unclass","JX223522.Unc14449_95.06_Albidiferax_ferrireducens_1473_94.637"
"Zotu.2024","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae_R-7_group","Christensenellaceae_R-7_group_unclass","FJ374210.Unc68994_93.18_Christensenella_timonensis_1382_89.291"
"Zotu.2025","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Shewanellaceae","Shewanella","Shewanella_baltica","AB893932.Unc17324_98.67_Shewanella_baltica_1466_99.591"
"Zotu.2026","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Kutzneria","Kutzneria_kofuensis","AF114801.KznKofue_96.25_Kutzneria_kofuensis_1437_100"
"Zotu.2027","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium","Mycobacterium_vanbaalenii","AGJJ02000004.G2FTusci_98.67_Mycobacterium_vanbaalenii_1444_98.823"
"Zotu.2028","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium_rivuli","FM173271.H6DSpec4_93.65_Flavobacterium_rivuli_1439_97.012"
"Zotu.2029","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_Incertae_Sedis","Agaricicola","Agaricicola_unclass","KC295712.Unc00erm_91.78_Rhizobium_cellulosilyticum_1409_92.406"
"Zotu.2030","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","Paenibacillus_barengoltzii","ASSZ01000038.GBFBar20_95.3_Paenibacillus_barengoltzii_1474_99.525"
"Zotu.2031","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillales_Incertae_Sedis","Reyranella","Reyranella_unclass","GQ264052.Unc00ex9_99.36_Reyranella_graminifolii_1412_97.167"
"Zotu.2032","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Rhodospirillaceae_unclass","Rhodospirillaceae_unclass","JN245749.Unc055y8_86.71_Reyranella_graminifolii_1413_86.553"
"Zotu.2033","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Proteiniphilum","Proteiniphilum_unclass","JF834129.Unc38727_94.77_Proteiniphilum_acetatigenes_1456_95.948"
"Zotu.2034","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Alkanindiges","Alkanindiges_unclass","GQ464393.UncAlkan_95.25_Alkanindiges_illinoisensis_1459_94.997"
"Zotu.2035","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_FCS020_group","Lachnospiraceae_FCS020_group_unclass","JQ084486.Unc32989_94.05_[Ruminococcus]_gnavus_1458_91.632"
"Zotu.2036","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_ge","Ruminococcaceae_ge_unclass","AY949859.CsrSpe60_91.41_Clostridium_jeddahense_1377_94.844"
"Zotu.2037","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Kribbella","Kribbella_flavida","AB447490.KbbSpec7_95.93_Kribbella_flavida_Kribbella_ginsengisoli_1441_98.959"
"Zotu.2038","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Xanthomonadaceae_unclass","Xanthomonadaceae_unclass","JN391605.Unc25693_90.33_Silanimonas_mangrovi_1459_91.021"
"Zotu.2039","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Aliihoeflea","Aliihoeflea_aestuarii","EF660756.IP3Aestu_96.35_Aliihoeflea_aestuarii_1408_100"
"Zotu.2040","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Aminobacter","Aminobacter_aganoensis","JQ798434.Unc87314_97.58_Aminobacter_aganoensis_Aminobacter_niigataensis_1406_97.582"
"Zotu.2041","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadales_unclass","uncultured_ge","uncultured_ge_unclass","DQ450180.UncPr221_92.85_Povalibacter_uvarum_1463_91.456"
"Zotu.2042","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","Fusobacterium_nucleatum","AB588016.I2ENuc29_99.59_Fusobacterium_nucleatum_1440_99.444"
"Zotu.2043","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","1174-901-12","1174-901-12_ge","1174-901-12_ge_unclass","KP185149.IR5Spe11_91.55_Microvirga_lotononidis_1417_91.814"
"Zotu.2044","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium_1","Ruminiclostridium_1_unclass","KF550897.Unc67389_94.21_[Clostridium]_termitidis_1454_92.572"
"Zotu.2045","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus_oralis","ADMV01000001.S53Orali_99.02_Streptococcus_oralis_1470_100"
"Zotu.2046","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Haemophilus","Haemophilus_parainfluenzae","AEWU01000024.GJIPar12_98.03_Haemophilus_parainfluenzae_1461_99.795"
"Zotu.2047","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria_ge","Mitochondria_ge_unclass","AC185461.ZeaMays0_99.74_Caedibacter_caryophilus_918_78.649"
"Zotu.2048","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Subdoligranulum","Subdoligranulum_unclass","AAQK01003598.GJ6Meag7_98.31_Gemmiger_formicilis_1411_96.74"
"Zotu.2049","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Saccharopolyspora","Saccharopolyspora_indica","EU741166.GZ2Antim_96.51_Saccharopolyspora_indica_1434_99.372"
"Zotu.2050","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus_saprophyticus","AB480749.F3CSap97_99.74_Staphylococcus_saprophyticus_1474_99.864"
"Zotu.2051","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Rothia","Rothia_mucilaginosa","ACSB01000014.Rt0Mucil_99.47_Rothia_mucilaginosa_1451_99.311"
"Zotu.2052","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria_ge","Mitochondria_ge_unclass","AC185461.ZeaMays0_99.74_Caedibacter_caryophilus_918_78.649"
"Zotu.2053","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Empedobacter","Wautersiella_falsenii","AM084341.GVMFals2_96.23_Wautersiella_falsenii_1440_99.861"
"Zotu.2054","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus_columbae","AB681220.GBKColu7_99.66_Enterococcus_columbae_1480_100"
"Zotu.2055","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus_oralis","ADMV01000001.S53Orali_99.02_Streptococcus_oralis_1470_100"
"Zotu.2056","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Lawsonella","Lawsonella_unclass","CP012390.M7RCleve_93.99_Dietzia_timorensis_1442_95.146"
